filename,prompt


"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Fili_1ddb937d-e945-4035-9f94-1bab4dc00928.png,""arched columns in an inside hallway, in the style of , , monumental architecture, cyclorama, 17th century, , contax tix"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Fili_1ddb937d-e945-4035-9f94-1bab4dc00928.png,""dome is a nice dome, in the style of caravaggesque, calming symmetry, , hasselblad h6d-400c, , , studyplace"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Fili_1ddb937d-e945-4035-9f94-1bab4dc00928.png,""the floor in the center of the hall, in the style of surreal architectural landscapes, florentine renaissance, contax/yashica mount, the dÃ¼sseldorf school of photography, rounded, gray and beige, captivating light"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Fili_908c0ce9-785d-408f-9ccd-5ec8a96333d5.png,""large dome that is attached to ceiling, in the style of kodak portra, , imposing monumentality, canon af35m, photo taken with provia, italianate flair,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Fili_908c0ce9-785d-408f-9ccd-5ec8a96333d5.png,""the buildings ceiling is very high, in the style of 19th century american art, nikon fm2, italian landscapes, soft atmospheric perspective, monumental architecture, zeiss ikon zm, orderly symmetry"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Fili_908c0ce9-785d-408f-9ccd-5ec8a96333d5.png,""an elegantly decorated building is being photographed, in the style of 35mm film, expansive spaces, soft atmospheric perspective, marble, deutscher werkbund, the san francisco renaissance., golden ratio"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Fili_908c0ce9-785d-408f-9ccd-5ec8a96333d5.png,""some windows in the building, in the style of , expansive spaces, , monumental architecture, , soft atmospheric perspective, hindu art and architecture"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Fili_9ea8e0ca-8eb2-48d5-9fa1-799b2cce4222.png,""arches and columns in a courtyard, in the style of carl zeiss distagon t* 15mm f/2.8 ze, surreal architectural landscapes, italian landscapes, richly layered, danube school, multi-layered, ricoh gr iii"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Fili_9ea8e0ca-8eb2-48d5-9fa1-799b2cce4222.png,""an arched hallway in a large building, in the style of renaissance perspective, surreal architectural landscapes, , pentax k1000, classical architecture, multi-layered, marble"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Fili_9ea8e0ca-8eb2-48d5-9fa1-799b2cce4222.png,""an indoor courtyard has pillars and columns, in the style of carl zeiss distagon t* 15mm f/2.8 ze, , kodak portra, , uhd image, italian landscapes,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Fili_9ea8e0ca-8eb2-48d5-9fa1-799b2cce4222.png,""a building with arches and columns in it, in the style of illusionary spaces, pentax k1000, uhd image, florentine renaissance, ray tracing, danube school, multi-layered"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_0eb23a37-b1ed-45a7-9623-338480acd0a8.png,""a beautiful building with ornate domes, in the style of kodak aero ektar 178mm f/2.5, light pink and orange, , precision of detail, structural symmetry, konica auto s3,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_0eb23a37-b1ed-45a7-9623-338480acd0a8.png,""the building is ornate, in the style of mamiya-sekor c 80mm f/1.9, light pink and orange, , olympus xa2, helios 44-2 58mm f/2, majestic elephants, ornate simplicity"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_0eb23a37-b1ed-45a7-9623-338480acd0a8.png,""large red building, in the style of ornate architectural elements, laowa 100mm f/2.8 2x ultra macro apo, majestic elephants, light orange and light indigo, spanish enlightenment, olympus xa2, digitally enhanced"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_0eb23a37-b1ed-45a7-9623-338480acd0a8.png,""a blue sky is shown over the building, in the style of terracotta medallions, kodak aero ektar 178mm f/2.5, majestic elephants, afro-caribbean influence, light pink and orange, zeiss ikon zm, indonesian art"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_277e663d-8a17-4426-a85a-9f2e5d01cbf3.png,""an arched hallway with columns on either side, in the style of , , gothic architecture, strong sense of light, voluminous mass, baroque energy,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_277e663d-8a17-4426-a85a-9f2e5d01cbf3.png,""a building with pillars running down the middle of it, in the style of metaphysical interiors, baroque energy, light-filled landscapes, sharp perspective angles, flemish baroque, soft atmospheric perspective, minolta riva mini"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_277e663d-8a17-4426-a85a-9f2e5d01cbf3.png,""a rectangular building, with columns and some light coming in, in the style of baroque-inspired lighting, highly polished surfaces, large-scale installations, serene atmospheric perspective, orderly symmetry, italianate flair, science academia"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_277e663d-8a17-4426-a85a-9f2e5d01cbf3.png,""a marble floor, in the style of monumental architecture, , calming symmetry, canon af35m, , high-key lighting, bengal school of art"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_d4041d3b-448a-4b74-b11a-9fa9aedb0c58.png,""a long, bright hallway with arched columns and white tile, in the style of wealthy portraiture, historical fiction, voluminous mass"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_d4041d3b-448a-4b74-b11a-9fa9aedb0c58.png,""white columns with an arched entryway in a building, in the style of renaissance perspective, historical fiction, expansive spaces"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_d4041d3b-448a-4b74-b11a-9fa9aedb0c58.png,""image of corridor with columns in a large building, in the style of flemish baroque, ethereal symbolism, , exacting precision"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_d4041d3b-448a-4b74-b11a-9fa9aedb0c58.png,""an archway lined with columns and windows in the building, in the style of precisionism influence, light white and dark emerald, baroque-esque ornateness, expansive spaces, long lens, subtle atmospheric perspective, marble"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_dc18020d-9a91-4c6c-9b66-8ba29a1e70f6.png,""a large building with several pillars in a courtyard, in the style of , futuristic victorian, commission for, marble, hurufiyya, , fine lines, delicate curves"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_dc18020d-9a91-4c6c-9b66-8ba29a1e70f6.png,""a building in a white building with columns, in the style of , anglo gothic, infinity nets, , contemporary middle eastern and north african art, marble, pentax 645n"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_dc18020d-9a91-4c6c-9b66-8ba29a1e70f6.png,""a large rectangular building with columns and windows, in the style of ray tracing, venetian scenes, hasselblad 1600f, fine lines, delicate curves, delicate precision, quantumpunk, clear and crisp"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Renaissance_architecture_style_by_Leon_dc18020d-9a91-4c6c-9b66-8ba29a1e70f6.png,""the treviso cathedral, venice  cvsg  architecture  scuola di bellezza, in the style of extruded design, porcelain, 8k resolution, viennese secession, subtle atmospheric perspective, orientalist, contax g1"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_0da91d9f-f134-4024-a8bf-8f85e5afdc43.png,""light brown brick building with tall columns, in the style of romanesque art, intricate compositions, passage, marble, distinct framing, algorithmic artistry, contax tix"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_0da91d9f-f134-4024-a8bf-8f85e5afdc43.png,""a marble stairway in a palace, in the style of romanesque art, , elaborate facades, , 1000â€“1400 ce, lyon school, byzantine iconography"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_0da91d9f-f134-4024-a8bf-8f85e5afdc43.png,""the stairs of the building have white paint on them, in the style of renaissance perspective and anatomy, romanesque, arched doorways, highly detailed, layered fibers, kodak portra, terracotta medallions"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_0da91d9f-f134-4024-a8bf-8f85e5afdc43.png,""a door with three windows, in the style of monumental architecture, renaissance perspective, split toning, marble, romanesque, low-angle shots, layered fibers"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_8ad5b183-a124-43d3-8fea-322ad6655c88.png,""a row of arches and columns near a courtyard, in the style of muted colorscape mastery, gothic architecture, focus on joints/connections, , ray tracing, romanesque, contemporary classicism"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_8ad5b183-a124-43d3-8fea-322ad6655c88.png,""an archway with many columns, in the style of muted tones, romanesque art, polished concrete, focus stacking, institutional critique, mediterranean-inspired, kodak portra"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_8ad5b183-a124-43d3-8fea-322ad6655c88.png,""an old courtyard where columns stand, in the style of muted tones, romanesque art, ray tracing, focus on joints/connections, contemporary classicism, rounded, contax g2"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_8ad5b183-a124-43d3-8fea-322ad6655c88.png,""a hallway filled with arches, in the style of low-angle, masonry construction, christian art and architecture, muted tonality, distinct framing, academic style, romanesque"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_bfe68336-6342-4d20-a7f9-2f395031eced.png,""several pillars in a row of space, in the style of yale university school of art, romanesque, low depth of field, biblical grandeur, passage, late 19th century, canon af35m"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_bfe68336-6342-4d20-a7f9-2f395031eced.png,""an image of pillars in a church, in the style of futurist influences, abrasive authenticity, masonry construction, arched doorways, muted colorscape mastery, yale university school of art, low depth of field"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_bfe68336-6342-4d20-a7f9-2f395031eced.png,""some columns in a hallway, in the style of yale university school of art, romanesque, low depth of field, biblical grandeur, masonry construction, light pink and brown, detailed marine views"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_bfe68336-6342-4d20-a7f9-2f395031eced.png,""rows of stone columns, in the style of christian art and architecture, the aesthetic movement, arched doorways, muted colorscape mastery, precision engineering, internet academia, romanesque"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_d2e8f66a-729e-4396-9a9d-6cd352443977.png,""carved stone columns on a stone building, in the style of arched doorways, , research as art, muted colorscape mastery, , ornate interiors,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_d2e8f66a-729e-4396-9a9d-6cd352443977.png,""a courtyard with arches that were built in the early 1900s, in the style of midwest gothic, germanic art, focus on joints/connections, relief sculpture, subtle atmospheric perspective, late 19th century, historical reproductions"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_d2e8f66a-729e-4396-9a9d-6cd352443977.png,""an arch way is lined with columns, in the style of contemporary take on medieval art, yale university school of art, , photorealistic detailing, romanesque, , hasselblad h6d-400c"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Abbot_d2e8f66a-729e-4396-9a9d-6cd352443977.png,""marble columns next to door at harvard university, in the style of romanesque art, global illumination, 15th century, late 19th century, rounded, hasselblad h6d-400c, gothic references"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_36111ce4-98b9-4645-a007-12d756ce121e.png,""an arched walkway with pillars forming a rectangular space, in the style of contemporary middle eastern and north african art, yale university school of art, photorealistic accuracy, muted tones, low-angle shots, american barbizon school, phoenician art"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_36111ce4-98b9-4645-a007-12d756ce121e.png,""columns in a large building, in the style of arched doorways, contemporary middle eastern and north african art, subtle use of shading, dada-inspired constructions, anglo gothic, hazy atmospheres, academic"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_36111ce4-98b9-4645-a007-12d756ce121e.png,""several pillars are on columns, in the style of arched doorways, , , , historical imagery, spanish school, uhd image"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_36111ce4-98b9-4645-a007-12d756ce121e.png,""chinese culture architecture architecture buildings modern design with chinese archways, in the style of , orientalist imagery, light brown and gray, calarts, ray tracing, phoenician art, iso 200"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_39cf9492-6cba-414e-88f2-a1b15887220d.png,""a row of columns in a large building with tile flooring, in the style of gothic revival, sculptural alchemy, interplay of light, arched doorways, midwest gothic, light magenta and dark gray, early medieval art"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_39cf9492-6cba-414e-88f2-a1b15887220d.png,""an upstairs corridor is filled with columns arches, in the style of pastel gothic, hasselblad h6d-400c, stone sculptures, , midwest gothic, medieval, high resolution"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_39cf9492-6cba-414e-88f2-a1b15887220d.png,""the stone arches of the cathedral are made from ivory, in the style of hasselblad h6d-400c, calarts, atmospheric perspective, midwest gothic, arabesque, spanish school, light-filled"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_39cf9492-6cba-414e-88f2-a1b15887220d.png,""a dark colored building, with many pillars, in the style of , anglo gothic, focus on joints/connections, marble, studio light"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_98d666cf-936e-44de-b53e-6141a2a658dc.png,""a courtyard with columns and pillars against a stone building, in the style of christian art and architecture, split toning, innovating techniques, international gothic, pointillist techniques, focus on joints/connections, hazy atmospheres"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_98d666cf-936e-44de-b53e-6141a2a658dc.png,""a courtyard with columns with large stones, in the style of romanesque art, focus on joints/connections, subtle luminosity, horizontal stripes, bold structural designs, algorithmic artistry, canon af35m"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_98d666cf-936e-44de-b53e-6141a2a658dc.png,""the building has columns, and a stone walkway, in the style of romanesque art, ray tracing, , , medieval, fine lines, delicate curves, precision and detail-oriented"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_98d666cf-936e-44de-b53e-6141a2a658dc.png,""napoleon's palace building and columns from ancient roman architectural design, in the style of split toning, romanesque art, , global illumination, ceramic, associated press photo, subtle atmospheric perspective"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_e1f39d8d-782d-440c-9084-00a16aaa4891.png,""a square building with tall steps and arches, in the style of contemplative atmosphere, detailed interiors, stone sculptures, paris school, contax g1, medieval inspiration, high resolution"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_e1f39d8d-782d-440c-9084-00a16aaa4891.png,""arched structure in modern building, in the style of romanesque art, , , matte photo, hasselblad 500c/m, uhd image"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_e1f39d8d-782d-440c-9084-00a16aaa4891.png,""an arched hallway is featured inside another building, in the style of , ricoh ff-9d, , 15th century, contax g1, uhd image,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Rober_e1f39d8d-782d-440c-9084-00a16aaa4891.png,""an arched entranceway leading to rooms under an arch, in the style of paris school, contemporary gothic, stone sculptures, matte photo, columns and totems, mamiya 7 ii, intricate ceiling designs"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_8327fe08-22fd-424a-837b-ca79726eae14.png,""a white, tiled, building with stone columns, in the style of gothic references, focus on joints/connections, , whiplash curves, historical reproductions, hazy atmospheres, paris school"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_8327fe08-22fd-424a-837b-ca79726eae14.png,""pillars are between buildings, in the style of , anglo gothic, , paris school, uhd image, neo-concrete,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_8327fe08-22fd-424a-837b-ca79726eae14.png,""a paved area with many columns, in the style of gothic references, focus on joints/connections, pre-world war ii school of paris, arched doorways, associated press photo, polished concrete, high resolution"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_8327fe08-22fd-424a-837b-ca79726eae14.png,""the columns are white thornes, in the style of hasselblad 1600f, lyon school, romanesque, canon af35m, atmospheric perspective, abrasive authenticity, fine lines, delicate curves"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_bbedabd9-c659-4d15-b0b5-fdc29d46d6eb.png,""archways with arches, in the style of gothic architecture, ray tracing, distinct framing, stone, vernacular architecture, focus on joints/connections, installation creator"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_bbedabd9-c659-4d15-b0b5-fdc29d46d6eb.png,""columns on a stone walkway, in the style of medieval-inspired, arched doorways, , international gothic, distinct framing, monumental architecture, early medieval art"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_bbedabd9-c659-4d15-b0b5-fdc29d46d6eb.png,""archway leading to entrance under a clock in front cathedral, in the style of formalist aesthetics, early medieval art, stone, matte photo, illuminated manuscript-esque"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_bbedabd9-c659-4d15-b0b5-fdc29d46d6eb.png,""the ledge has stone, in the style of gothic architecture, , split toning, rounded forms, uhd image, luminous light, subtle atmospheric perspective"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_c3879b0c-d113-4755-81ee-3f776779c1f4.png,""the old stone pillars of an arched courtyard, in the style of , split toning, 1900â€“1917, romanesque art, global illumination, hasselblad h6d-400c, gothic references"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_c3879b0c-d113-4755-81ee-3f776779c1f4.png,""a building is shown with very arched walkways and columns, in the style of contemporary take on medieval art, split toning, stone sculptures, , algorithmic artistry, , detailed architecture"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_c3879b0c-d113-4755-81ee-3f776779c1f4.png,""a group of arched buildings surrounded by windows, in the style of romanesque art, split toning, organic stone carvings, kodak portra, ray tracing, venetian scenes, detail-oriented"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_c3879b0c-d113-4755-81ee-3f776779c1f4.png,""an archway with a beautiful structure in background, in the style of subtle tonal values, romanesque art, grid-like structures, canon af35m, functional design, precise detailing, piles/stacks"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_d5e537f4-c74f-4050-beac-2c5d2cc8584c.png,""an archway with arches in front of it, in the style of gothic references, contax ii, kodak portra, yale university school of art, focus on joints/connections"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_d5e537f4-c74f-4050-beac-2c5d2cc8584c.png,""four arches and one window in an inner courtyard, in the style of gothic architecture, midwest gothic, light-filled, stone, focus on joints/connections, canon af35m, polished concrete"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_d5e537f4-c74f-4050-beac-2c5d2cc8584c.png,""a hallway with arched windows, in the style of gothic architecture, masonry construction, , detailed ornamentation, focus on joints/connections, stone sculptures,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Romanesque_architecture_style_by_Willi_d5e537f4-c74f-4050-beac-2c5d2cc8584c.png,""a stone building with arched windows and doors, in the style of , international gothic, installation-based, passage, , focus on joints/connections, mamiya 7 ii"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_22430630-85ba-4905-ba7c-e934be4097be.png,""a hut built in a wood frame with coconut palms surrounding it, in the style of fujifilm fujicolor c200, eco-architecture, contax/yashica mount, , marine biology-inspired, multilayered, sparse and simple"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_22430630-85ba-4905-ba7c-e934be4097be.png,""an old wooden house built on stilts next to palm trees, in the style of contax/yashica mount, sustainable design, reefwave, fujifilm natura 1600, natural lighting, mesoamerican influences, marine biology-inspired"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_22430630-85ba-4905-ba7c-e934be4097be.png,""a thatched hut on stilts in a tropical green land, in the style of contax g1, marine biology-inspired, sustainable design"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_22430630-85ba-4905-ba7c-e934be4097be.png,""hut with a stairway, in the style of reefwave, ricoh ff-9d, documentary travel photography, sustainable architecture, tondo, timber frame construction, contax/yashica mount"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_c0baa5df-4a2b-4b8d-9193-e0d66db35c2a.png,""an bamboo walkway and wooden poles, in the style of , analog photography, mayan art and architecture, cabincore, , national geographic photo, ricoh gr iii"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_c0baa5df-4a2b-4b8d-9193-e0d66db35c2a.png,""bamboo bridge over a bamboo structure with railings, in the style of minolta riva mini, travel"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_c0baa5df-4a2b-4b8d-9193-e0d66db35c2a.png,""an empty bamboo hut in forest, with bamboo sticks and a wooden walkway, in the style of , ricoh gr iii, national geographic photo, religious building, coastal views, die brÃ¼cke, folk/naÃ¯ve:"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_c0baa5df-4a2b-4b8d-9193-e0d66db35c2a.png,""the bamboo is supporting the boards and huts, in the style of yashica mat-124g, architectural chic, organic architecture"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_dda065e6-ecab-42be-a352-9f3a327bcfa2.png,""a bamboo house in the sand with steps near it and a pool, in the style of contax/yashica mount, , tondo"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_dda065e6-ecab-42be-a352-9f3a327bcfa2.png,""a tall wooden structure sitting on top of straw huts that have stairs to get into the middle, in the style of yashica t4, tondo"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_dda065e6-ecab-42be-a352-9f3a327bcfa2.png,""two large houses on the beach with wooden stair case, in the style of mamiya 7 ii, iban art, site-specific, reefwave, schlieren photography, sanctuary, environmentally inspired"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_dda065e6-ecab-42be-a352-9f3a327bcfa2.png,""the house is surrounded by palm trees and steps, in the style of , yashica t4, schlieren photography, timber frame construction, beach portraits, kanÅ school, documentary travel photography"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_ecd3c452-87a3-408e-9127-059277a9decb.png,""bamboo walkway along the outside of a restaurant, in the style of rollei prego 90, reduced-scale architecture, coastal landscapes, high resolution, organic architecture, mexican folklore-inspired, contax t2"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_ecd3c452-87a3-408e-9127-059277a9decb.png,""bamboo wall walkway exterior, in the style of , serene oceanic vistas, contax g2, mayan art and architecture, lively interiors, high resolution,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_ecd3c452-87a3-408e-9127-059277a9decb.png,""the bamboo walkway is long, in the style of reduced-scale architecture, rollei prego 90, detailed environments, , , , contax t2"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Bjar_ecd3c452-87a3-408e-9127-059277a9decb.png,""bamboo straw bale luang edifice in klungkung, taku island, in the style of nature-inspired imagery, contax t2, expansive spaces, die brÃ¼cke, mediterranean landscapes, passage, polished surfaces"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Fran_1e713324-ba20-440f-9fda-fefe624c4374.png,""the bali resort has a pathway full of bamboo huts, in the style of contax/yashica mount, windows vista, high resolution, layered organic forms, unpolished, organic, rounded"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Fran_1e713324-ba20-440f-9fda-fefe624c4374.png,""a walkway and bamboo houses on a tropical island, in the style of contax/yashica mount, earthy organic shapes, layered fabrications, poolcore, architectural details, website, junglepunk"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Fran_1e713324-ba20-440f-9fda-fefe624c4374.png,""four palm trees on the bamboo cabins located, in the style of organic and flowing forms, rollei prego 90, earthcore, balanced design, religious building, junglepunk, eroded interiors"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Fran_1e713324-ba20-440f-9fda-fefe624c4374.png,""tropical resort in bali  bahya reta, in the style of contax/yashica mount, sustainable design, dusty piles, functional aesthetics, high resolution, focus on joints/connections,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Fran_30bd134a-75d1-48ef-a92c-33a8851fe9e5.png,""an open, bamboo, thatch house in the forest, in the style of minolta hi-matic 7sii, photorealistic rendering, junglepunk, national geographic photo, raw and unpolished, nabis, photo taken with ektachrome"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Fran_30bd134a-75d1-48ef-a92c-33a8851fe9e5.png,""the house has a thatched roof and is in a bamboo surrounding, in the style of minolta hi-matic 7sii, , kodak portra, indonesian art, 8k resolution, , ps1 graphics"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Stilt_House_architecture_style_by_Fran_30bd134a-75d1-48ef-a92c-33a8851fe9e5.png,""a large wooden cabin beside a jungle, in the style of , balinese art, fujifilm velvia, natural fibers, engineering/construction and design, tondo, high resolution"""

